,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,internet_service_type_id,internet_service_type,contract_type_id,contract_type,payment_type_id,payment_type
1372,0654-HMSHN,Male,0,Yes,Yes,21,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,No,1,104.4,2157.95,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1373,0655-RBDUG,Male,0,No,No,7,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,3,98.05,713,Yes,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1374,0666-UXTJO,Male,1,Yes,No,34,Yes,No,2,No,No,Yes,No,Yes,No,1,Yes,4,85.2,2874.45,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1375,0674-DGMAQ,Male,1,Yes,No,32,Yes,Yes,2,No,Yes,Yes,No,No,Yes,1,Yes,1,93.5,2970.8,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1376,0679-IDSTG,Female,1,Yes,Yes,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.25,69.25,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1377,0680-DFNNY,Male,0,Yes,No,15,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,101.1,1504.05,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1378,0682-USIXD,Female,0,Yes,No,21,Yes,No,2,No,No,No,Yes,Yes,No,1,Yes,1,86.05,1818.9,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1379,0684-AOSIH,Male,0,Yes,No,1,Yes,No,2,Yes,No,No,No,Yes,Yes,1,Yes,1,95.0,95,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1380,0685-MLYYM,Female,1,No,No,2,Yes,No,2,No,No,No,No,No,No,1,No,1,70.75,154.85,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1381,0689-DSXGL,Female,0,Yes,Yes,52,Yes,No,2,No,Yes,Yes,Yes,No,No,1,No,3,85.8,4433.3,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1382,0689-NKYLF,Male,0,No,No,13,Yes,No,2,No,No,Yes,No,Yes,No,1,Yes,1,83.2,1060.6,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1383,0697-ZMSWS,Male,0,No,No,4,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,85.65,338.9,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1384,0701-RFGFI,Female,0,Yes,Yes,49,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,3,95.4,4613.95,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1385,0702-PGIBZ,Male,0,No,Yes,4,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,1,101.7,364.55,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1386,0709-TVGUR,Female,1,No,No,9,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.55,622.9,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1387,0722-SVSFK,Female,0,No,No,7,Yes,No,2,No,No,Yes,Yes,Yes,Yes,1,Yes,1,100.4,715,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1388,0722-TROQR,Female,1,No,No,4,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.9,321.75,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1389,0723-DRCLG,Female,1,Yes,No,1,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.45,74.45,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1390,0727-IWKVK,Male,0,Yes,No,9,Yes,No,2,No,Yes,Yes,No,No,No,1,Yes,1,79.9,741.7,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1391,0730-KOAVE,Male,0,No,No,30,Yes,Yes,2,Yes,Yes,No,No,No,Yes,1,Yes,4,94.3,2679.7,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1392,0742-NXBGR,Female,0,No,No,1,Yes,No,2,No,Yes,Yes,No,No,No,1,Yes,1,82.3,82.3,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1393,0744-GKNGE,Female,0,Yes,Yes,64,Yes,Yes,2,Yes,No,No,Yes,No,No,1,Yes,3,86.8,5327.25,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1394,0754-UKWQP,Male,0,No,No,2,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,1,95.85,197.7,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1395,0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,1,Yes,1,112.95,1882.55,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1396,0772-GYEQQ,Male,0,No,No,3,Yes,No,2,No,No,Yes,Yes,Yes,No,1,Yes,2,88.35,262.05,Yes,2,Fiber optic,1,Month-to-month,2,Mailed check
1397,0781-LKXBR,Male,1,No,No,9,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,100.5,918.6,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1398,0793-TWELN,Female,0,No,No,4,Yes,Yes,2,Yes,No,No,No,No,No,1,Yes,1,80.15,319.85,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1399,0812-WUPTB,Male,1,Yes,No,1,Yes,No,2,No,No,No,No,No,No,1,No,2,70.85,70.85,Yes,2,Fiber optic,1,Month-to-month,2,Mailed check
1400,0818-OCPZO,Male,1,No,No,27,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,1,81.45,2122.05,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1401,0829-XXPLX,Female,0,No,No,20,Yes,No,2,Yes,No,Yes,No,Yes,No,1,Yes,3,89.4,1871.15,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1402,0840-DFEZH,Female,0,No,No,7,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,75.35,564.65,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1403,0843-WTBXE,Male,0,No,No,53,Yes,Yes,2,No,No,No,No,Yes,No,1,No,3,85.45,4517.25,Yes,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1404,0848-ZGQIJ,Female,0,Yes,No,16,Yes,No,2,No,Yes,No,No,Yes,Yes,1,Yes,3,94.65,1461.15,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1405,0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,2,Yes,No,No,No,No,No,1,No,1,82.4,1592.35,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1406,0869-PAPRP,Female,1,Yes,No,26,Yes,No,2,No,No,Yes,No,Yes,No,1,Yes,4,85.7,2067,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1407,0871-URUWO,Male,0,Yes,No,13,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,4,102.25,1359,Yes,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1408,0872-NXJYS,Female,0,No,No,9,Yes,No,2,No,No,No,No,No,Yes,1,Yes,1,79.55,723.4,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1409,0875-CABNR,Female,1,No,No,10,Yes,No,2,No,No,Yes,No,No,Yes,1,Yes,4,84.6,865.55,Yes,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1410,0876-WDUUZ,Female,0,No,No,5,Yes,No,2,No,No,No,Yes,No,Yes,1,Yes,4,85.4,425.9,Yes,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1411,0880-FVFWF,Male,0,No,No,56,Yes,Yes,2,Yes,Yes,No,No,No,No,1,Yes,1,86.4,4922.4,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1412,0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,No,1,101.15,385.9,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1413,0886-QGENL,Female,1,Yes,No,27,Yes,No,2,Yes,No,Yes,No,Yes,Yes,1,Yes,1,101.25,2754.45,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1414,0895-DQHEW,Male,0,Yes,No,54,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,104.3,5278.15,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1415,0897-FEGMU,Female,0,Yes,No,11,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,99.5,1056.95,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1416,0899-LIIBW,Male,0,Yes,No,34,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,No,1,100.85,3527.3,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1417,0899-WZRSD,Male,0,No,No,56,Yes,Yes,2,Yes,No,No,Yes,Yes,Yes,1,Yes,2,105.35,5794.45,No,2,Fiber optic,1,Month-to-month,2,Mailed check
1418,0913-XWSCN,Male,0,Yes,Yes,55,Yes,Yes,2,No,No,No,No,No,Yes,1,No,3,85.5,4713.4,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1419,0916-QOFDP,Female,1,Yes,Yes,14,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,95.8,1346.3,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1420,0921-OHLVP,Male,0,No,No,22,Yes,Yes,2,No,No,No,No,No,Yes,1,No,1,83.05,1799.3,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1421,0923-PNFUB,Female,0,No,No,3,Yes,No,2,No,Yes,No,No,Yes,No,1,No,1,83.75,247.25,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1422,0924-BJCRC,Female,1,Yes,No,60,Yes,Yes,2,No,Yes,No,No,No,Yes,1,No,1,89.45,5294.6,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1423,0925-VYDLG,Female,0,No,No,3,Yes,Yes,2,No,No,No,No,No,No,1,No,1,75.25,242,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1424,0927-LCSMG,Male,0,No,No,7,Yes,No,2,No,No,Yes,No,No,No,1,No,2,74.65,544.55,Yes,2,Fiber optic,1,Month-to-month,2,Mailed check
1425,0928-XUTSN,Female,0,No,No,13,Yes,No,2,No,No,No,No,No,Yes,1,Yes,1,80.5,1011.8,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1426,0929-PECLO,Female,1,No,No,63,Yes,Yes,2,No,No,Yes,No,No,Yes,1,Yes,3,89.6,5538.8,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1427,0939-YAPAF,Female,0,No,No,35,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,100.25,3527.6,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1428,0940-OUQEC,Male,0,No,No,10,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,3,80.7,788.8,Yes,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1429,0943-ZQPXH,Male,0,Yes,Yes,44,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,3,92.95,4122.9,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1430,0946-CLJTI,Male,1,Yes,No,58,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,98.7,5812.6,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1431,0947-IDHRQ,Female,0,No,No,7,Yes,No,2,No,No,No,No,Yes,No,1,Yes,2,80.3,526.7,Yes,2,Fiber optic,1,Month-to-month,2,Mailed check
1432,0947-MUGVO,Male,1,Yes,No,20,Yes,No,2,No,Yes,No,No,No,No,1,Yes,1,73.65,1463.5,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1433,0952-KMEEH,Male,0,No,No,13,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,No,2,98.15,1230.25,Yes,2,Fiber optic,1,Month-to-month,2,Mailed check
1434,0958-YHXGP,Female,0,No,No,7,Yes,No,2,No,No,No,No,No,No,1,Yes,2,69.9,497.3,No,2,Fiber optic,1,Month-to-month,2,Mailed check
1435,0963-ZBDRN,Male,0,No,No,32,Yes,No,2,No,No,No,Yes,Yes,Yes,1,Yes,1,96.2,3183.4,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1436,0968-GSIKN,Female,0,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,2,70.8,70.8,Yes,2,Fiber optic,1,Month-to-month,2,Mailed check
1437,0970-ETWGE,Male,0,No,No,1,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,1,89.55,89.55,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1438,0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,4,99.45,7007.6,Yes,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1439,1010-DIAUQ,Male,0,No,No,5,Yes,No,2,No,No,Yes,No,Yes,Yes,1,No,3,96.5,492.55,Yes,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1440,1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,1,100.8,6690.75,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1441,1016-DJTSV,Male,1,No,No,8,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.7,572.85,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1442,1020-JPQOW,Female,0,Yes,No,56,Yes,Yes,2,No,Yes,Yes,Yes,No,No,1,No,1,90.55,5116.6,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1443,1024-VRZHF,Male,0,Yes,No,11,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.95,825.7,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1444,1025-FALIX,Female,0,No,No,26,Yes,No,2,No,No,No,No,No,No,1,Yes,4,69.05,1815.65,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1445,1028-FFNJK,Male,1,Yes,No,30,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,Yes,1,101.5,2917.65,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1446,1031-IIDEO,Female,0,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.85,70.85,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1447,1035-IPQPU,Female,1,Yes,No,63,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,103.5,6479.4,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1448,1041-RXHRA,Female,0,No,No,41,Yes,No,2,No,No,No,No,No,No,1,No,3,70.25,2868.05,Yes,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1449,1047-NNCBF,Male,0,No,No,20,Yes,No,2,No,No,No,No,No,No,1,No,4,70.55,1493.55,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1450,1061-PNTHC,Female,0,Yes,Yes,56,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,1,Yes,2,109.6,5953,No,2,Fiber optic,1,Month-to-month,2,Mailed check
1451,1062-LHZOD,Male,0,Yes,Yes,1,Yes,No,2,No,No,No,No,No,No,1,Yes,2,69.9,69.9,Yes,2,Fiber optic,1,Month-to-month,2,Mailed check
1452,1069-XAIEM,Female,1,No,No,1,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,85.05,85.05,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1453,1074-AMIOH,Female,0,Yes,Yes,53,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,3,108.25,5935.1,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1454,1075-BGWOH,Male,1,Yes,No,16,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,98.75,1587.55,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1455,1077-HUUJM,Female,0,No,Yes,7,Yes,No,2,No,No,No,No,No,No,1,Yes,1,71.05,472.65,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1456,1084-UQCHV,Male,0,No,Yes,1,Yes,No,2,No,No,No,No,No,No,1,No,3,69.75,69.75,Yes,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1457,1086-LXKFY,Female,0,Yes,Yes,1,Yes,No,2,No,No,No,No,No,No,1,Yes,2,69.1,69.1,Yes,2,Fiber optic,1,Month-to-month,2,Mailed check
1458,1092-GANHU,Male,0,No,No,17,Yes,No,2,No,No,Yes,No,No,No,1,Yes,1,76.65,1313.55,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1459,1095-JUDTC,Female,1,No,No,47,Yes,Yes,2,No,Yes,No,Yes,Yes,No,1,Yes,1,95.05,4504.55,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1460,1104-TNLZA,Male,1,Yes,No,28,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,1,Yes,1,105.8,2998,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1461,1110-KYLGQ,Female,0,No,No,63,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,1,No,4,108.25,6780.1,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1462,1112-CUNAO,Female,1,No,No,15,Yes,Yes,2,No,Yes,No,No,No,Yes,1,No,1,89.85,1424.95,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1463,1122-JWTJW,Male,0,Yes,Yes,1,Yes,No,2,No,No,No,No,No,No,1,Yes,2,70.65,70.65,Yes,2,Fiber optic,1,Month-to-month,2,Mailed check
1464,1143-NMNQJ,Female,0,No,No,2,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,85.7,169.8,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1465,1157-BQCUW,Male,0,No,No,1,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.95,74.95,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1466,1169-WCVAK,Male,0,Yes,No,19,Yes,Yes,2,Yes,Yes,No,Yes,No,No,1,Yes,4,88.8,1672.35,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1467,1170-SASML,Female,0,Yes,No,69,Yes,Yes,2,No,Yes,Yes,No,No,No,1,Yes,3,85.4,5869.4,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1468,1173-NOEYG,Female,0,Yes,No,27,Yes,Yes,2,No,No,Yes,No,No,Yes,1,No,3,90.15,2423.4,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1469,1173-XZPYF,Female,0,No,No,11,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,1,89.2,990.3,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1470,1184-PJVDB,Male,0,Yes,No,10,Yes,No,2,No,No,No,No,Yes,No,1,Yes,1,79.95,857.2,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1471,1193-RTSLK,Female,0,No,No,38,Yes,No,2,Yes,Yes,Yes,No,No,No,1,Yes,4,83.9,3233.6,Yes,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1472,1194-HVAIF,Female,0,Yes,No,27,Yes,Yes,2,No,No,No,No,Yes,Yes,1,No,4,95.0,2462.55,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1473,1195-OIYEJ,Male,0,No,No,13,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,1,91.1,1135.7,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1474,1196-AMORA,Male,0,No,No,7,Yes,Yes,2,No,No,No,No,No,No,1,No,1,73.6,520,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1475,1197-BVMVG,Female,1,No,No,4,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.45,294.45,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1476,1200-TUZHR,Female,1,No,No,8,Yes,Yes,2,No,No,No,No,No,Yes,1,No,1,85.2,695.75,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1477,1212-GLHMD,Male,0,No,No,3,Yes,No,2,Yes,No,No,No,No,Yes,1,Yes,2,86.05,244.85,No,2,Fiber optic,1,Month-to-month,2,Mailed check
1478,1215-FIGMP,Male,0,No,No,60,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,3,89.9,5450.7,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1479,1216-BGTSP,Male,0,No,No,45,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,1,Yes,4,108.45,4964.7,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1480,1216-JWVUX,Male,0,Yes,Yes,25,Yes,No,2,No,Yes,No,No,No,No,1,Yes,1,75.5,1901.05,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1481,1219-NNDDO,Female,0,No,No,9,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,76.85,663.55,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1482,1226-IENZN,Male,1,No,No,16,Yes,No,2,No,No,No,No,No,Yes,1,Yes,1,78.75,1218.25,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1483,1228-FZFRV,Male,0,Yes,Yes,50,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,1,No,4,105.95,5341.8,Yes,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1484,1228-ZLNBX,Male,0,No,No,21,Yes,Yes,2,No,No,No,No,No,No,1,No,2,75.3,1570.7,No,2,Fiber optic,1,Month-to-month,2,Mailed check
1485,1236-WFCDV,Male,1,No,No,14,Yes,No,2,No,No,No,No,Yes,Yes,1,No,4,90.45,1266.1,Yes,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1486,1251-STYSZ,Female,1,No,No,4,Yes,Yes,2,Yes,No,No,No,No,No,1,Yes,1,80.25,303.7,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1487,1254-IZEYF,Female,1,No,No,31,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,1,99.95,3186.65,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1488,1262-OPMFY,Female,0,Yes,No,9,Yes,No,2,No,No,Yes,No,No,No,1,Yes,3,75.75,655.9,Yes,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1489,1264-BYWMS,Male,0,No,No,55,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,96.8,5283.95,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1490,1268-ASBGA,Female,1,Yes,No,16,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,4,85.35,1375.15,Yes,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1491,1273-MTETI,Female,1,No,No,4,Yes,Yes,2,No,No,Yes,No,No,Yes,1,Yes,1,88.85,372.45,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1492,1285-OKIPP,Male,0,No,No,1,Yes,No,2,No,No,No,No,No,Yes,1,No,1,79.9,79.9,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1493,1302-UHBDD,Male,1,No,No,20,Yes,No,2,No,No,No,No,Yes,Yes,1,No,1,89.95,1648.45,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1494,1304-NECVQ,Female,1,No,No,2,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,1,78.55,149.55,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1495,1307-ATKGB,Male,0,No,No,24,Yes,No,2,No,Yes,Yes,No,No,Yes,1,Yes,1,89.55,2187.15,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1496,1307-TVUFB,Male,1,No,No,42,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,3,79.35,3344.1,No,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1497,1309-BXVOQ,Male,0,Yes,No,21,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,1,106.1,2249.95,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1498,1319-YLZJG,Male,0,Yes,No,12,Yes,No,2,Yes,Yes,Yes,No,No,No,1,Yes,1,84.6,959.9,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1499,1320-HTRDR,Female,0,No,No,3,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,75.5,220.6,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1500,1320-REHCS,Male,1,No,No,52,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,1,110.75,5832,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1501,1323-OOEPC,Female,0,Yes,No,53,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,4,98.4,5149.5,Yes,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1502,1342-JPNKI,Male,0,No,No,10,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,3,86.05,834.1,Yes,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1503,1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,103.4,6603,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1504,1346-PJWTK,Male,0,Yes,No,61,Yes,No,2,No,Yes,Yes,Yes,No,Yes,1,No,4,94.15,5731.85,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1505,1346-UFHAX,Female,0,No,No,13,Yes,Yes,2,Yes,No,No,No,No,No,1,Yes,4,80.0,1029.35,No,2,Fiber optic,1,Month-to-month,4,Credit card (automatic)
1506,1363-TXLSL,Male,1,Yes,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.3,70.3,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1507,1374-DMZUI,Female,1,No,No,4,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,94.3,424.45,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1508,1379-FRVEB,Male,0,No,Yes,15,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,1,91.0,1430.05,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1509,1384-RCUXW,Male,0,No,No,16,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,2,80.55,1248.9,No,2,Fiber optic,1,Month-to-month,2,Mailed check
1510,1389-CXMLU,Male,1,No,No,3,Yes,Yes,2,No,No,Yes,No,Yes,No,1,No,1,91.05,289.1,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
1511,1391-UBDAR,Male,0,No,No,11,Yes,No,2,No,No,Yes,No,No,No,1,No,1,72.9,818.45,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1512,1393-IMKZG,Female,0,No,No,1,Yes,No,2,No,No,No,Yes,Yes,Yes,1,Yes,1,95.85,95.85,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1513,1394-SUIUH,Female,1,Yes,No,44,Yes,No,2,Yes,Yes,No,Yes,No,No,1,Yes,1,85.15,3670.5,No,2,Fiber optic,1,Month-to-month,1,Electronic check
1514,1396-QWFBJ,Female,0,Yes,Yes,21,Yes,No,2,No,Yes,No,No,No,No,1,Yes,3,74.05,1565.7,Yes,2,Fiber optic,1,Month-to-month,3,Bank transfer (automatic)
1515,1400-MMYXY,Male,1,Yes,No,3,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,105.9,334.65,Yes,2,Fiber optic,1,Month-to-month,1,Electronic check
